# Source: http://celex.mpi.nl/ with unknown license

#-----------------------------------------------------------------------
# test that we can override the stemming algorithm with our own mappings
# these must be tab-separated
# monkeys	monkey
# otters	otter
# some crazy ones that a stemmer would never do
# dogs	cat
a-al-tolletjes	a-al-tol
verwarmt	verwarm
verwarren	verwar
verwarrend	verwar
verwarrende	verwar
verwarring	verwarring
verwarringen	verwarring
verwart	verwar
verwasemd	verwasem
verwasemde	verwasem
verwasemden	verwasem
verwasemt	verwasem
verwassen	verwas
verwassend	verwas
verwassende	verwas
verwast	verwas
verwaste	verwas
verwasten	verwas
verwaten	verwaten
verwatener	verwaten
verwatenere	verwaten
verwatenheid	verwatenheid
verwatenst	verwaten
verwatenste	verwaten
verwaterd	verwater
verwaterde	verwater
verwaterden	verwater
verwaterder	verwaterd
verwaterdere	verwaterd
verwaterdst	verwaterd
verwaterdste	verwaterd
verwatering	verwatering
verwatert	verwater
verwedt	verwed
verweef	verweev
verweefde	verweev
verweefden	verweev
verweeft	verweev
verweeg	verweeg
verweegt	verweeg
verweek	verweek
verweekt	verweek
verweekte	verweek
verweekten	verweek
verweer	verweer
verweerd	verweer
verweerde	verweer
verweerden	verweer
verweerder	verweerd
verweerdere	verweerd
verweerdst	verweerd
verweerdste	verweerd
verweert	verweer
verwees	verweez
verweesde	verweez
verweesden	verweez
verweest	verweez
verweet	verwijt
verwegen	verweeg
verwegend	verweeg
verwegende	verweeg
verweiding	verweiding
verweidt	verweid
verwekelijk	verwekelijk
verwekelijken	verwekelijk
verwekelijking	verwekelijking
verwekelijkt	verwekelijk
verwekelijkte	verwekelijk
verwekelijkten	verwekelijk
verweken	verweek
verwekend	verweek
verwekende	verweek
verweking	verweking
verwekking	verwekking
verwekt	verwek
verwekte	verwek
verwekten	verwek
verweldig	verweldig
verweldigd	verweldig
verweldigde	verweldig
verweldigden	verweldig
verweldigen	verweldig
verweldigend	verweldig
verweldigende	verweldig
verweldigt	verweldig
verwelf	verwelv
verwelfd	verwelv
verwelfde	verwelv
verwelfden	verwelv
verwelft	verwelv
verwelking	verwelking
verwelkomd	verwelkom
verwelkomde	verwelkom
verwelkomden	verwelkom
verwelkoming	verwelkoming
verwelkomingen	verwelkoming
verwelkomt	verwelkom
verwelkt	verwelk
verwelkte	verwelk
verwelkten	verwelk
verwen	verwen
verwend	verwen
verwende	verwen
verwenden	verwen
verwender	verwend
verwendere	verwend
verwendheid	verwendheid
verwendst	verwend
verwendste	verwend
verwennen	verwen
verwennend	verwen
verwennende	verwen
verwenning	verwenning
verwens	verwens
verwensing	verwensing
verwensingen	verwensing
verwenst	verwens
verwenste	verwens
verwensten	verwens
verwent	verwen
verwerd	verword
verwerden	verword
verwereldlijk	verwereldlijk
verwereldlijken	verwereldlijk
verwereldlijking	verwereldlijking
verwereldlijkt	verwereldlijk
verwereldlijkte	verwereldlijk
verwereldlijkten	verwereldlijk
verweren	verweer
verwerend	verweer
verwerende	verweer
verwerf	verwerv
verwerft	verwerv
verwering	verwering
verwerkbaar	verwerkbaar
verwerkbare	verwerkbaar
verwerkelijk	verwerkelijk
verwerkelijken	verwerkelijk
verwerkelijking	verwerkelijking
verwerkelijkt	verwerkelijk
verwerkelijkte	verwerkelijk
verwerkelijkten	verwerkelijk
verwerking	verwerking
verwerkingseenheden	verwerkingseenheid
verwerkingseenheid	verwerkingseenheid
verwerkingsmechanisme	verwerkingsmechanisme
verwerkingsmechanismen	verwerkingsmechanisme
verwerkingsmethode	verwerkingsmethode
verwerkingsmethoden	verwerkingsmethode
verwerkingsmogelijkheden	verwerkingsmogelijkheid
verwerkingsmogelijkheid	verwerkingsmogelijkheid
verwerkingsprobleem	verwerkingsprobleem
verwerkingsproblemen	verwerkingsprobleem
verwerkingsprocessen	verwerkingsproces
verwerkingssnelheid	verwerkingssnelheid
verwerkingssysteem	verwerkingssysteem
verwerkt	verwerk
verwerkte	verwerk
verwerkten	verwerk
verwerpelijk	verwerpelijk
verwerpelijke	verwerpelijk
verwerpelijker	verwerpelijk
verwerpelijkere	verwerpelijk
verwerpelijkheid	verwerpelijkheid
verwerpelijkst	verwerpelijk
verwerpelijkste	verwerpelijk
verwerping	verwerping
verwerpt	verwerp
verwerving	verwerving
verwesterd	verwester
verwesterde	verwester
verwesterden	verwester
verwesters	verwesters
verwestersing	verwestersing
verwesterst	verwesters
verwesterste	verwesters
verwestersten	verwesters
verwestert	verwester
verweten	verwijt
verwetenschappelijking	verwetenschappelijking
verweven	verweev
verwevend	verweev
verwevende	verweev
verwezen	verweez
verwezend	verweez
verwezende	verweez
verwezenlijk	verwezenlijk
verwezenlijken	verwezenlijk
verwezenlijking	verwezenlijking
verwezenlijkingen	verwezenlijking
verwezenlijkt	verwezenlijk
verwezenlijkte	verwezenlijk
verwezenlijkten	verwezenlijk
verwierf	verwerv
verwierp	verwerp
verwierpen	verwerp
verwierven	verwerv
verwies	verwas
verwiesen	verwas
verwijderd	verwijder
verwijderde	verwijder
verwijderden	verwijder
verwijdering	verwijdering
verwijderingen	verwijdering
verwijdert	verwijder
verwijding	verwijding
verwijdingen	verwijding
verwijdt	verwijd
verwijf	verwijv
verwijfden	verwijv
verwijfder	verwijfd
verwijfdere	verwijfd
verwijfdheden	verwijfdheid
verwijfdheid	verwijfdheid
verwijfdst	verwijfd
verwijfdste	verwijfd
verwijft	verwijv
verwijld	verwijl
verwijlde	verwijl
verwijlden	verwijl
verwijlt	verwijl
verwijs	verwijz
verwijsbrief	verwijsbriev
verwijsbriefje	verwijsbriev
verwijsbriefjes	verwijsbriev
verwijsfiche	verwijsfiche
verwijsfiches	verwijsfiche
verwijst	verwijz
verwijtender	verwijtend
verwijtendere	verwijtend
verwijtendst	verwijtend
verwijtendste	verwijtend
verwijting	verwijting
verwijtingen	verwijting
verwijzing	verwijzing
verwijzingen	verwijzing
verwijzingsteken	verwijzingsteken
verwikkeld	verwikkel
verwikkelde	verwikkel
verwikkelden	verwikkel
verwikkeling	verwikkeling
verwikkelingen	verwikkeling
verwikkelt	verwikkel
verwikt	verwik
verwikte	verwik
verwikten	verwik
verwilderd	verwilder
verwilderde	verwilder
verwilderden	verwilder
verwilderder	verwilderd
verwilderdere	verwilderd
verwilderdst	verwilderd
verwilderdste	verwilderd
verwildering	verwildering
verwilderingen	verwildering
verwildert	verwilder
verwinbaar	verwinbaar
verwindt	verwind
verwinnen	verwin
verwinnend	verwin
verwinnende	verwin
verwint	verwin
verwinterd	verwinter
verwinterde	verwinter
verwinterden	verwinter
verwintert	verwinter
verwisselbaar	verwisselbaar
verwisselbare	verwisselbaar
verwisseld	verwissel
verwisselde	verwissel
verwisselden	verwissel
verwisseling	verwisseling
verwisselingen	verwisseling
verwisselt	verwissel
verwittig	verwittig
verwittigd	verwittig
verwittigde	verwittig
verwittigden	verwittig
verwittigen	verwittig
verwittigend	verwittig
verwittigende	verwittig
verwittiging	verwittiging
verwittigingen	verwittiging
verwittigt	verwittig
verwoeder	verwoed
verwoedere	verwoed
verwoedheid	verwoedheid
verwoedst	verwoed
verwoedste	verwoed
verwoei	verwaai
verwoeien	verwaai
verwoestende	verwoestend
verwoestender	verwoestend
verwoestendere	verwoestend
verwoestendst	verwoestend
verwoestendste	verwoestend
verwoesting	verwoesting
verwoestingen	verwoesting
verwogen	verweeg
verwon	verwin
verwond	verwind
verwonden	verwind
verwonderd	verwonder
verwonderde	verwonder
verwonderden	verwonder
verwonderder	verwonderd
verwonderdere	verwonderd
verwonderdst	verwonderd
verwonderdste	verwonderd
verwondering	verwondering
verwonderlijk	verwonderlijk
verwonderlijke	verwonderlijk
verwonderlijker	verwonderlijk
verwonderlijkere	verwonderlijk
verwonderlijkst	verwonderlijk
verwonderlijkste	verwonderlijk
verwondert	verwonder
verwonding	verwonding
verwondingen	verwonding
verwondt	verwond
verwonen	verwoon
verwonend	verwoon
verwonende	verwoon
verwonneling	verwonneling
verwonnelinge	verwonnelinge
verwonnelingen	verwonneling
verwonnen	verwin
verwoog	verweeg
verwoon	verwoon
verwoond	verwoon
verwoonde	verwoon
verwoonden	verwoon
verwoont	verwoon
verwoording	verwoording
verwoordingen	verwoording
verwoordt	verwoord
verwording	verwording
verwordt	verword
verworgd	verworg
verworgde	verworg
verworgden	verworg
verworging	verworging
verworgingen	verworging
verworgt	verworg
verworpeling	verworpeling
verworpelinge	verworpelinge
verworpelingen	verworpeling
verworpen	verwerp
verworpener	verworpen
verworpenere	verworpen
verworpenheid	verworpenheid
verworpenst	verworpen
verworpenste	verworpen
verworven	verwerv
verworvenheden	verworvenheid
verworvenheid	verworvenheid
verwrikking	verwrikking
verwrikkingen	verwrikking
verwrikt	verwrik
verwrikte	verwrik
verwrikten	verwrik
verwringing	verwringing
verwringingen	verwringing
verwringt	verwring
verwrong	verwring
verwrongen	verwring
verwulf	verwulv
verwurgd	verwurg
verwurgde	verwurg
verwurgden	verwurg
verwurging	verwurging
verwurgingen	verwurging
verwurgt	verwurg
verzaad	verzaad
verzaadbaar	verzaadbaar
verzaadde	verzaad
verzaadden	verzaad
verzaadt	verzaad
verzaag	verzaag
verzaagd	verzaag
verzaagde	verzaag
verzaagden	verzaag
verzaagt	verzaag
verzaak	verzaak
verzaakt	verzaak
verzaakte	verzaak
verzaakten	verzaak
verzaam	verzaam
verzaamd	verzaam
verzaamde	verzaam
verzaamden	verzaam
verzaamt	verzaam
verzachtender	verzachtend
verzachtendere	verzachtend
verzachtendst	verzachtend
verzachtendste	verzachtend
verzachting	verzachting
verzachtingen	verzachting
verzade	verzaad
verzadelijk	verzadelijk
verzaden	verzaad
verzadend	verzaad
verzadende	verzaad
verzadig	verzadig
verzadigbaar	verzadigbaar
verzadigbare	verzadigbaar
verzadigd	verzadig
verzadigde	verzadig
verzadigden	verzadig
verzadigder	verzadigd
verzadigdere	verzadigd
verzadigdst	verzadigd
verzadigdste	verzadigd
verzadigen	verzadig
verzadigend	verzadig
verzadigende	verzadig
verzadiging	verzadiging
verzadigingsgraad	verzadigingsgraad
verzadigt	verzadig
verzag	verzie
verzagen	verzaag
verzagend	verzaag
verzagende	verzaag
verzakelijk	verzakelijk
verzakelijken	verzakelijk
verzakelijking	verzakelijking
verzakelijkt	verzakelijk
verzakelijkte	verzakelijk
verzakelijkten	verzakelijk
verzaken	verzaak
verzakend	verzaak
verzakende	verzaak
verzaking	verzaking
verzakingen	verzaking
verzakking	verzakking
verzakkingen	verzakking
verzakkinkje	verzakking
verzakkinkjes	verzakking
verzakt	verzak
verzakte	verzak
verzakten	verzak
verzamelaar	verzamelaar
verzamelaars	verzamelaar
verzamelbedrijf	verzamelbedrijv
verzamelbegrippen	verzamelbegrip
verzameld	verzamel
verzamelde	verzamel
verzamelden	verzamel
verzamelelpees	verzamelelpee
verzameling	verzameling
verzamelingen	verzameling
verzamelingenleer	verzamelingenleer
verzamelingetje	verzameling
verzamelingetjes	verzameling
verzamelloonstaat	verzamelloonstaat
verzamelnaam	verzamelnaam
verzamelnamen	verzamelnaam
verzamelplaat	verzamelplaat
verzamelplaats	verzamelplaats
verzamelplaten	verzamelplaat
verzamelstaat	verzamelstaat
verzamelstaten	verzamelstaat
verzamelstoot	verzamelstoot
verzamelstoten	verzamelstoot
verzamelt	verzamel
verzamelwoede	verzamelwoede
verzamen	verzaam
verzamend	verzaam
verzamende	verzaam
verzanding	verzanding
verzandingen	verzanding
verzandt	verzand
verzat	verzit
verzaten	verzit
verzeep	verzeep
verzeept	verzeep
verzeepte	verzeep
verzeepten	verzeep
verzegd	verzeg
verzegde	verzeg
verzegden	verzeg
verzegeld	verzegel
verzegelde	verzegel
verzegelden	verzegel
verzegeling	verzegeling
verzegelingen	verzegeling
verzegelt	verzegel
verzeggen	verzeg
verzeggend	verzeg
verzeggende	verzeg
verzegt	verzeg
verzeild	verzeil
verzeilde	verzeil
verzeilden	verzeil
verzeilt	verzeil
verzekeraar	verzekeraar
verzekeraars	verzekeraar
verzekerbaar	verzekerbaar
verzekerbare	verzekerbaar
verzekerbrief	verzekerbriev
verzekerd	verzeker
verzekerden	verzekerde
verzekerdheid	verzekerdheid
verzekering	verzekering
verzekeringen	verzekering
verzekeringsadviseuse	verzekeringsadviseuse
verzekeringsadviseuses	verzekeringsadviseuse
verzekeringsdeskundige	verzekeringsdeskundige
verzekeringsdeskundigen	verzekeringsdeskundige
verzekeringsfonds	verzekeringsfonds
verzekeringsgeneeskunde	verzekeringsgeneeskunde
verzekeringsgeneeskundige	verzekeringsgeneeskundige
verzekeringsgeneeskundigen	verzekeringsgeneeskundige
verzekeringskantoor	verzekeringskantoor
verzekeringskantoren	verzekeringskantoor
verzekeringsorgaan	verzekeringsorgaan
verzekeringsorganen	verzekeringsorgaan
verzekeringsplaat	verzekeringsplaat
verzekeringsplaten	verzekeringsplaat
verzekeringsplichtig	verzekeringsplichtig
verzekeringsplichtige	verzekeringsplichtig
verzekeringspolissen	verzekeringspolis
verzekeringsportefeuille	verzekeringsportefeuille
verzekeringsportefeuilles	verzekeringsportefeuille
verzekeringspremies	verzekeringspremie
verzekeringsvoorwaarde	verzekeringsvoorwaarde
verzekeringsvoorwaarden	verzekeringsvoorwaarde
verzekeringswiskunde	verzekeringswiskunde
verzekeringswiskundige	verzekeringswiskundige
verzekeringswiskundigen	verzekeringswiskundige
verzekert	verzeker
verzeld	verzel
verzelde	verzel
verzelden	verzel
verzelfstandigen	verzelfstandig
verzelfstandiging	verzelfstandiging
verzellen	verzel
verzellend	verzel
verzellende	verzel
verzelt	verzel
verzendhuis	verzendhuiz
verzending	verzending
verzendingen	verzending
verzendklaar	verzendklaar
verzendklare	verzendklaar
verzendstaat	verzendstaat
verzendstaten	verzendstaat
verzendt	verzend
verzenen	verzeen
verzengd	verzeng
verzengde	verzeng
verzengden	verzeng
verzenging	verzenging
verzengt	verzeng
verzepen	verzeep
verzepend	verzeep
verzepende	verzeep
verzeping	verzeping
verzepingsgetallen	verzepingsgetal
verzeten	verzit
verzetje	verzet
verzetjes	verzet
verzetsacties	verzetsactie
verzetsbeweging	verzetsbeweging
verzetsbewegingen	verzetsbeweging
verzetsdaad	verzetsdaad
verzetsdaden	verzetsdaad
verzetseenheid	verzetseenheid
verzetskring	verzetskring
verzetskringen	verzetskring
verzetslieden	verzetsman
verzetsliederen	verzetslied
verzetsliteratuur	verzetsliteratuur
verzetsmannen	verzetsman
verzetsorganisaties	verzetsorganisatie
verzettelijk	verzettelijk
verzetting	verzetting
verziedt	verzied
verziekt	verziek
verziekte	verziek
verziekten	verziek
verzien	verzie
verziend	verzie
verziende	verzie
verziendheid	verziendheid
verziet	verzie
verzilting	verzilting
verzilverbaar	verzilverbaar
verzilverbare	verzilverbaar
verzilverd	verzilver
verzilverde	verzilver
verzilverden	verzilver
verzilvering	verzilvering
verzilvert	verzilver
verzinkboor	verzinkboor
verzinkboren	verzinkboor
verzinking	verzinking
verzinkkoppen	verzinkkop
verzinkt	verzink
verzinkte	verzink
verzinkten	verzink
verzinnebeeldt	verzinnebeeld
verzinnelijk	verzinnelijk
verzinnelijken	verzinnelijk
verzinnelijking	verzinnelijking
verzinnelijkingen	verzinnelijking
verzinnelijkt	verzinnelijk
verzinnelijkte	verzinnelijk
verzinnelijkten	verzinnelijk
verzinnen	verzin
verzinnend	verzin
verzinnende	verzin
verzinseltje	verzinsel
verzinseltjes	verzinsel
verzint	verzin
verzocht	verzoek
verzochte	verzoek
verzochten	verzoek
verzoden	verzied
verzoeking	verzoeking
verzoekingen	verzoeking
verzoekplaat	verzoekplaat
verzoekplaten	verzoekplaat
verzoekplatenprogramma's	verzoekplatenprogramma
verzoekprogramma's	verzoekprogramma
verzoekt	verzoek
verzoend	verzoen
verzoende	verzoen
verzoenden	verzoen
verzoenender	verzoenend
verzoenendere	verzoenend
verzoenendst	verzoenend
verzoenendste	verzoenend
verzoening	verzoening
verzoeningen	verzoening
verzoeningscomparities	verzoeningscomparitie
verzoeningsdood	verzoeningsdood
verzoeningsgezindheid	verzoeningsgezindheid
verzoeningsprocedure	verzoeningsprocedure
verzoeningsvrede	verzoeningsvrede
verzoent	verzoen
verzoeting	verzoeting
verzoetingen	verzoeting
verzolen	verzool
verzolend	verzool
verzolende	verzool
verzoling	verzoling
verzolingen	verzoling
verzon	verzin
verzond	verzend
verzonden	verzend
verzonk	verzink
verzonken	verzink
verzonnen	verzin
verzool	verzool
verzoold	verzool
verzoolde	verzool
verzoolden	verzool
verzoolt	verzool
verzoop	verzuip
verzopen	verzopen
verzopener	verzopen
verzopenere	verzopen
verzopenst	verzopen
verzopenste	verzopen
verzorgd	verzorg
verzorgde	verzorg
verzorgden	verzorg
verzorgder	verzorgd
verzorgdere	verzorgd
verzorgdheid	verzorgdheid
verzorgdst	verzorgd
verzorgdste	verzorgd
verzorging	verzorging
verzorgingsapparaat	verzorgingsapparaat
verzorgingsbehoefte	verzorgingsbehoefte
verzorgingscentra	verzorgingscentrum
verzorgingsflatje	verzorgingsflat
verzorgingshuis	verzorgingshuiz
verzorgingsindustrieen	verzorgingsindustrie
verzorgingsstaat	verzorgingsstaat
verzorgingsstructuur	verzorgingsstructuur
verzorgingssysteem	verzorgingssysteem
verzorgingstehuis	verzorgingstehuiz
verzorgt	verzorg
verzotheid	verzotheid
verzotst	verzot
verzotste	verzot
verzotter	verzot
verzottere	verzot
verzuchting	verzuchting
verzuchtingen	verzuchting
verzuild	verzuil
verzuilde	verzuil
verzuilden	verzuil
verzuildheid	verzuildheid
verzuiling	verzuiling
verzuilt	verzuil
verzuimd	verzuim
verzuimde	verzuim
verzuimden	verzuim
verzuiming	verzuiming
verzuimpje	verzuim
verzuimpjes	verzuim
verzuimt	verzuim
verzuipt	verzuip
verzuren	verzuur
verzurend	verzuur
verzurende	verzuur
verzuring	verzuring
verzusterd	verzuster
verzusterde	verzuster
verzusterden	verzuster
verzustering	verzustering
verzustert	verzuster
verzuur	verzuur
verzuurd	verzuur
verzuurde	verzuur
verzuurden	verzuur
verzuurt	verzuur
verzwaar	verzwaar
verzwaard	verzwaar
verzwaarde	verzwaar
verzwaarden	verzwaar
verzwaart	verzwaar
verzwagerd	verzwager
verzwagerde	verzwager
verzwagerden	verzwager
verzwagert	verzwager
verzwakking	verzwakking
verzwakkingen	verzwakking
verzwakt	verzwak
verzwakte	verzwak
verzwakten	verzwak
verzwaren	verzwaar
verzwarend	verzwaar
verzwarende	verzwarend
verzwarender	verzwarend
verzwarendere	verzwarend
verzwarendst	verzwarend
verzwarendste	verzwarend
verzwaring	verzwaring
verzwaringen	verzwaring
verzweeg	verzwijg
verzweer	verzweer
verzweerde	verzweer
verzweerden	verzweer
verzweert	verzweer
verzwegen	verzwijg
verzwelging	verzwelging
verzwelgt	verzwelg
verzwendeld	verzwendel
verzwendelde	verzwendel
verzwendelden	verzwendel
verzwendelt	verzwendel
verzweren	verzweer
verzwerend	verzweer
verzwerende	verzweer
verzwering	verzwering
verzweringen	verzwering
verzwierd	verzwier
verzwierde	verzwier
verzwierden	verzwier
verzwiert	verzwier
verzwijging	verzwijging
verzwijgt	verzwijg
verzwijnd	verzwijn
verzwijnde	verzwijn
verzwijnden	verzwijn
verzwijnt	verzwijn
verzwikking	verzwikking
verzwikkingen	verzwikking
verzwikt	verzwik
verzwikte	verzwik
verzwikten	verzwik
verzwindt	verzwind
verzwolg	verzwelg
verzwolgen	verzwelg
verzwond	verzwind
verzwonden	verzwind
verzwoor	verzweer
verzworen	verzweer
Vestaals	Vestaals
Vestaalse	Vestaals
Vestdijk	Vestdijk
veste	veste
vestend	vest
vestende	vest
vestenstoffen	vestenstof
vestiaire	vestiaire
vestiaires	vestiaire
vestibule	vestibule
vestibules	vestibule
vestigde	vestig
vestigden	vestig
vestiging	vestiging
vestigingen	vestiging
vestigingsmogelijkheden	vestigingsmogelijkheid
vestigingsmogelijkheid	vestigingsmogelijkheid
vestigingspremies	vestigingspremie
vestigingsvergunning	vestigingsvergunning
vestigingsvergunningen	vestigingsvergunning
vestigingsvoorwaarde	vestigingsvoorwaarde
vestigingsvoorwaarden	vestigingsvoorwaarde
vestigt	vestig
vestingmuren	vestingmuur
vestingmuur	vestingmuur
vestingsteden	vestingstad
vestinkje	vesting
vestinkjes	vesting
vestje	vest
vestjes	vest
vestzakformaat	vestzakformaat
vestzakje	vestzak
vestzakjes	vestzak
vestzakslagschepen	vestzakslagschip
vetachtig	vetachtig
vetachtige	vetachtig
vetachtiger	vetachtig
vetachtigere	vetachtig
vetachtigst	vetachtig
vetachtigste	vetachtig
vetbladig	vetbladig
vetbladige	vetbladig
